Model,Price,Kilometers Driven,Year,Owner,Fuel Type,Transmission,Location
HyundaiCreta1.6CRDISXPLUS,1188855,108963,2016,First Owner,Diesel,MANUAL,Mumbai
HyundaiGrandi10SPORTS1.2,436499,6587,2016,First Owner,Petrol,AUTOMATIC,Mumbai
RenaultKwid,304827,9495,2016,First Owner,Petrol,AUTOMATIC,Mumbai
Hyundaii10SPORTZ1.2,199500,56973,2010,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiSwift,281699,163408,2009,First Owner,Diesel,AUTOMATIC,Mumbai
MarutiBalenoDELTADDIS,597099,32865,2016,First Owner,Petrol,MANUAL,Mumbai
MarutiWagonR1.0,408399,31796,2015,First Owner,Petrol,AUTOMATIC,Mumbai
HondaCitySMT,398999,75713,2010,First Owner,Diesel,AUTOMATIC,Mumbai
HondaAmaze1.2SMTI,552899,14358,2018,Second Owner,Petrol,AUTOMATIC,Mumbai
HyundaiGrandi10MAGNA1.2KAPPA,480699,10172,2017,First Owner,Petrol,AUTOMATIC,Mumbai
FiatGrandPuntoACTIVE,291099,46437,2014,Second Owner,Petrol,MANUAL,Mumbai
HyundaiEonMAGNA,300799,26754,2014,First Owner,Diesel,AUTOMATIC,Mumbai
HondaAmaze1.5EMTI,409299,123934,2015,First Owner,Diesel,AUTOMATIC,Mumbai
RenaultDuster85PS,305864,93733,2013,First Owner,Diesel,MANUAL,Mumbai
MarutiSwiftDzireVDIBS,335700,89383,2014,First Owner,Diesel,MANUAL,Mumbai
MarutiAlto,111799,98526,2008,Second Owner,Diesel,MANUAL,Mumbai
MarutiAlto,171299,13966,2011,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiSwiftLDIBS,246500,123852,2012,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiEeco7,289299,27741,2018,Second Owner,Diesel,AUTOMATIC,Mumbai
MarutiSwift,710064,12889,2019,First Owner,Diesel,AUTOMATIC,Mumbai
HyundaiXcentSX,404099,92011,2015,First Owner,Diesel,MANUAL,Mumbai
MarutiAlto,133599,72725,2009,First Owner,Diesel,MANUAL,Mumbai
MarutiAlto800,281399,11110,2017,First Owner,Petrol,MANUAL,Mumbai
RenaultDuster85PS,458899,94775,2014,First Owner,Diesel,MANUAL,Mumbai
HyundaiXcentS1.2,451244,78612,2015,Second Owner,Diesel,MANUAL,Mumbai
RenaultDuster85PS,507799,171979,2015,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiSwiftDzireVDIBS,297299,160205,2010,First Owner,Petrol,MANUAL,Mumbai
MarutiAlto,206599,45476,2008,First Owner,Petrol,AUTOMATIC,Mumbai
RenaultKwidCLIMBER1.0,315699,34616,2017,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiAlto800,260240,67833,2015,Third Owner,Diesel,MANUAL,Mumbai
RenaultKwidRXT1.0EASY-R,406999,24005,2017,Second Owner,Diesel,AUTOMATIC,Mumbai
HyundaiEonMAGNA,218399,56350,2013,Second Owner,Petrol,AUTOMATIC,Mumbai
TataTiagoXZ1.2,526099,25034,2018,Second Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,299799,38472,2015,First Owner,Diesel,AUTOMATIC,Mumbai
HyundaiGrandi10MAGNA1.2KAPPA,429299,45391,2016,First Owner,Diesel,AUTOMATIC,Mumbai
Hyundaii20SPORTZO1.4,354899,98304,2012,Second Owner,Diesel,AUTOMATIC,Mumbai
TataNEXONXM,834599,1424,2019,First Owner,Diesel,AUTOMATIC,Mumbai
MarutiVitaraBrezza,584199,59715,2016,Second Owner,Petrol,AUTOMATIC,Mumbai
MarutiAlto800,343899,23598,2016,Third Owner,Diesel,AUTOMATIC,Mumbai
HyundaiSantroXingGL,250699,39601,2012,First Owner,Petrol,AUTOMATIC,Mumbai
HondaCity1.5EMT,396199,74247,2012,First Owner,Petrol,AUTOMATIC,Mumbai
ToyotaEtios,332899,82778,2013,First Owner,Petrol,MANUAL,Mumbai
HyundaiElitei20ASTA1.2,615399,136700,2018,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiVitaraBrezzaZDIPLUSDUAL,931166,21706,2018,First Owner,Petrol,AUTOMATIC,Mumbai
HondaCitySMT,312399,81291,2011,First Owner,Petrol,MANUAL,Mumbai
MarutiRitzVXIBS,292699,66761,2011,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiSwiftDzireVDIBS,453199,56620,2013,First Owner,Diesel,MANUAL,Mumbai
HondaCityZX,150099,9562,2008,First Owner,Petrol,MANUAL,Mumbai
MarutiEeco5STRCNGWITHAC,322599,46242,2018,First Owner,Petrol,MANUAL,Mumbai
MahindraXUV500W8,552999,8656,2015,First Owner,Petrol,MANUAL,Mumbai
HyundaiElitei20SPORTZ(O),579299,7343,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,289599,63995,2018,First Owner,Petrol,MANUAL,Mumbai
ToyotaCorollaAltis1.8,299999,47294,2010,First Owner,Petrol,AUTOMATIC,Mumbai
HyundaiGrandi10ASTA1.2KAPPA,460199,78770,2016,First Owner,Petrol,MANUAL,Mumbai
HondaBrio1.2SMTI,279299,62539,2012,First Owner,Petrol,MANUAL,Mumbai
MarutiWagonR1.0,305198,47790,2010,First Owner,Petrol,MANUAL,Mumbai
HondaAccord2.4ATI,255099,32234,2008,First Owner,Petrol,MANUAL,Mumbai
MarutiVitaraBrezza,758699,27147,2018,Second Owner,Petrol,AUTOMATIC,Mumbai
MarutiAltoK10VXI,338799,25478,2016,First Owner,Petrol,MANUAL,Mumbai
MarutiRitzVXIBS,397033,88157,2014,First Owner,Petrol,MANUAL,Mumbai
HyundaiSantroXing,174899,83299,2011,Second Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,268887,63836,2015,First Owner,Petrol,AUTOMATIC,Mumbai
HondaCity1.5EMT,248699,52410,2009,First Owner,Petrol,MANUAL,Mumbai
MarutiErtiga,565999,43966,2012,First Owner,Petrol,MANUAL,Mumbai
MarutiAltoK10,338199,30506,2017,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiAltoK10,188899,84765,2012,First Owner,Petrol,MANUAL,Mumbai
MarutiCelerioZXI,307830,48279,2014,First Owner,Petrol,MANUAL,Mumbai
MarutiSwift,313799,93484,2013,Second Owner,Petrol,AUTOMATIC,Mumbai
HondaJazz1.2BASEI,301505,100097,2012,Second Owner,Petrol,MANUAL,Mumbai
TataIndicaVistaVX,335299,28345,2012,Second Owner,Petrol,MANUAL,Mumbai
ToyotaInnovaCrysta2.4VX8,1485599,84427,2016,First Owner,Petrol,MANUAL,Mumbai
HondaCitySMT,249299,22607,2010,First Owner,Petrol,MANUAL,Mumbai
DatsunGo,316399,96436,2015,Third Owner,Petrol,MANUAL,Mumbai
HondaCitySMT,339899,63396,2011,Second Owner,Petrol,MANUAL,Mumbai
ToyotaInnova2.5VX7STRBS,601799,80701,2012,Second Owner,Petrol,MANUAL,Mumbai
MarutiVitaraBrezzaZDI,839199,168605,2017,First Owner,Petrol,MANUAL,Mumbai
HyundaiSantroXing,178699,23707,2008,Second Owner,Petrol,MANUAL,Mumbai
HyundaiElitei20MAGNA1.4,625199,15272,2015,Second Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,258937,56902,2013,First Owner,Petrol,AUTOMATIC,Mumbai
RenaultDusterRXLDIESEL,348599,45203,2013,First Owner,Petrol,MANUAL,Mumbai
MarutiAltoK10,320099,32036,2014,First Owner,Petrol,MANUAL,Mumbai
HyundaiXcentSX1.1,331500,126440,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiCelerio,292199,90197,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiAltoK10,317699,80357,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiSwift,431499,69047,2015,Second Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,225199,40570,2012,Second Owner,Petrol,MANUAL,Mumbai
MarutiSwift,452799,91250,2017,First Owner,Petrol + CNG,AUTOMATIC,Mumbai
MarutiCiazVDI+,534199,57525,2016,First Owner,Petrol,MANUAL,Mumbai
MarutiVitaraBrezzaZDI,738399,135793,2016,First Owner,Petrol + CNG,MANUAL,Mumbai
MarutiSwiftDzireVDIBS,578899,60362,2015,Second Owner,Petrol,MANUAL,Mumbai
MarutiCelerioVXI,424099,83580,2017,First Owner,Petrol,MANUAL,Mumbai
Hyundaii10SPORTZ,168899,61895,2008,Second Owner,Petrol,MANUAL,Mumbai
VolkswagenPoloTRENDLINE1.2L,327099,38023,2011,First Owner,Petrol,MANUAL,Mumbai
HondaBrio1.2SMTI,347699,10104,2013,Second Owner,Petrol,MANUAL,Mumbai
HondaJazz1.2V,544599,63385,2016,First Owner,Petrol,MANUAL,Mumbai
HyundaiCreta1.6SX,914699,33603,2016,Second Owner,Petrol,MANUAL,Mumbai
MarutiSwiftDzireVXI1.2BS,535199,33734,2014,First Owner,Petrol,MANUAL,Mumbai
MarutiAlto,165199,40542,2010,First Owner,Petrol,MANUAL,Mumbai
MarutiSwift,421699,36942,2012,First Owner,Petrol,MANUAL,Mumbai
ToyotaInnova2.5VX7STRBS,789899,115055,2014,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiWagonR1.0LXI,223499,155467,2011,First Owner,Petrol,MANUAL,Mumbai
MarutiAltoK10K10VXI,412599,121820,2016,First Owner,Diesel,MANUAL,Mumbai
MarutiSwiftDzireZXI,133599,23757,2008,Second Owner,Petrol,MANUAL,Mumbai
MarutiSwift,404699,45103,2014,First Owner,Petrol,MANUAL,Mumbai
MarutiWagonR1.0,308899,1774,2013,Second Owner,Petrol,MANUAL,Mumbai
ToyotaCorollaAltisD4D,965599,52490,2014,First Owner,Petrol,AUTOMATIC,Mumbai
MarutiWagonR1.0LXI,228399,50918,2012,First Owner,Petrol,MANUAL,Mumbai
ToyotaEtiosLivaD4D,316699,66600,2012,Second Owner,Petrol,AUTOMATIC,Mumbai
MarutiWagonR1.0LXI,399495,65231,2018,Second Owner,Petrol,MANUAL,Mumbai
HyundaiVernaFLUIDIC1.6SXCRDI,421699,83592,2012,First Owner,Petrol,MANUAL,Mumbai
HyundaiEonERA,303399,34599,2015,First Owner,Petrol,MANUAL,Mumbai
MarutiAlto800,222899,32152,2014,First Owner,Petrol,MANUAL,Mumbai
MarutiSwift,306352,138073,2011,First Owner,Petrol,MANUAL,Pune
HyundaiVernaFLUIDIC1.6EX,423899,106300,2013,First Owner,Petrol,AUTOMATIC,Pune
MarutiAltoK10VXI(O),379299,42214,2018,First Owner,Petrol,MANUAL,Pune
HondaCitySMT,267099,55169,2008,First Owner,Petrol,MANUAL,Pune
HyundaiCreta1.6SXPLUSAUTO,1215699,131267,2018,Second Owner,Petrol,MANUAL,Pune
TataTiagoXZ1.2,516399,77358,2018,First Owner,Petrol,MANUAL,Pune
MarutiRitzVXIBS,305225,67346,2012,First Owner,Petrol,MANUAL,Pune
MarutiVitaraBrezza,668499,17382,2016,First Owner,Petrol,MANUAL,Pune
Hyundaii10SPORTZ1.2,244399,24598,2011,First Owner,Petrol,MANUAL,Pune
Hyundaii10SPORTZ1.2,200299,63082,2012,First Owner,Petrol,MANUAL,Pune
ToyotaEtios,294840,44624,2012,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVXI1.2BS,478399,36483,2015,First Owner,Petrol,MANUAL,Pune
HyundaiVernaFLUIDIC1.6SXVTVTOPT,444499,54675,2013,First Owner,Petrol,AUTOMATIC,Pune
VolkswagenPoloHIGHLINE1.2L,376214,36271,2013,Second Owner,Petrol,AUTOMATIC,Pune
Hyundaii20MAGNAO,376799,58561,2013,First Owner,Petrol,AUTOMATIC,Pune
MarutiAltoK10,349199,65775,2017,First Owner,Petrol,MANUAL,Pune
MarutiSwift,293619,121591,2013,Second Owner,Petrol,MANUAL,Pune
MarutiCelerio,336099,84335,2014,Second Owner,Petrol,MANUAL,Pune
DatsunRediGoT,195399,46846,2016,Second Owner,Petrol,MANUAL,Pune
MarutiSwiftVXI,565599,22030,2016,First Owner,Petrol,AUTOMATIC,Pune
HondaCitySMT,232799,6184,2009,First Owner,Petrol,MANUAL,Pune
ToyotaCorollaAltisVL,210899,52789,2008,Third Owner,Petrol,MANUAL,Pune
MarutiRitz,335999,65475,2010,Third Owner,Petrol,MANUAL,Pune
MarutiErtiga,481499,84927,2013,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0VXI,399899,55782,2015,First Owner,Petrol,AUTOMATIC,Pune
MarutiRitz,220099,4681,2010,First Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzireVXI,465999,121434,2014,First Owner,Petrol,MANUAL,Pune
MarutiZenEstilo,177409,78609,2012,First Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzireVXI1.2BS,440099,28261,2014,First Owner,Petrol,MANUAL,Pune
MarutiSwift,434599,75789,2011,Second Owner,Petrol,MANUAL,Pune
RenaultDuster85PS,435499,49117,2013,Second Owner,Petrol,MANUAL,Pune
MarutiRitz,293999,92076,2013,Second Owner,Petrol,MANUAL,Pune
HyundaiGrandi10ASTA1.2AT,633180,22676,2015,First Owner,Petrol,MANUAL,Pune
Hyundaii20SPORTZO1.4,243299,64839,2012,First Owner,Petrol,MANUAL,Pune
MarutiCelerio,283799,65828,2015,Second Owner,Petrol,MANUAL,Pune
MarutiAltoK10,209099,80990,2011,Second Owner,Petrol,MANUAL,Pune
MarutiVitaraBrezza,828099,54603,2018,Second Owner,Petrol,MANUAL,Pune
Hyundaii20ASTA,301599,75678,2011,First Owner,Petrol,MANUAL,Pune
MarutiRitzVXI,237193,17468,2010,First Owner,Petrol,MANUAL,Pune
MarutiBalenoZETA1.2K12,683999,98755,2016,First Owner,Petrol,MANUAL,Pune
FordEcosport1.5TITANIUMTIVCT,738399,17206,2017,First Owner,Petrol,MANUAL,Pune
MarutiSwift,338699,69157,2013,First Owner,Petrol,MANUAL,Pune
Hyundaii20SPORTZ1.2,376899,227458,2012,First Owner,Diesel,AUTOMATIC,Pune
MarutiAltoK10,369799,39822,2017,First Owner,Petrol,MANUAL,Pune
MarutiBalenoDELTA1.2,497699,43955,2017,First Owner,Petrol,MANUAL,Pune
Hyundaii20MAGNAO,295999,81344,2013,First Owner,Petrol,MANUAL,Pune
Hyundaii20MAGNAO1.4,270999,36162,2011,Second Owner,Petrol,MANUAL,Pune
HyundaiAccentEXECUTIVE,113799,67572,2010,First Owner,Petrol,MANUAL,Pune
HondaAmaze1.5EXMTI,238899,95739,2013,Second Owner,Petrol,MANUAL,Pune
MarutiAlto800,349499,176404,2018,Second Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVDIBS,500899,97649,2013,First Owner,Petrol,MANUAL,Pune
MarutiCelerio,556099,113003,2018,First Owner,Diesel,AUTOMATIC,Pune
HyundaiVernaFLUIDIC1.6SX,381199,26809,2012,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVDIBS,334499,50103,2012,First Owner,Petrol,MANUAL,Pune
DatsunGo,175030,56815,2014,First Owner,Petrol,MANUAL,Pune
MarutiBalenoZETA1.2K12,674399,57282,2017,First Owner,Diesel,MANUAL,Pune
HondaCitySMT,486416,34969,2012,First Owner,Petrol,MANUAL,Pune
ToyotaFortuner3.0MT,1091499,116324,2012,First Owner,Petrol,MANUAL,Pune
ToyotaEtiosLiva,311199,131320,2012,Second Owner,Petrol,MANUAL,Pune
FordFigoAspire1.5TITANIUM,390500,39099,2016,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0,376699,37127,2016,Second Owner,Petrol,MANUAL,Pune
MahindraXUV500W8,722699,89090,2014,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0LXI,329599,67447,2015,First Owner,Petrol,MANUAL,Pune
Hyundaii10MAGNA1.1,269299,39351,2013,First Owner,Diesel,MANUAL,Pune
MarutiSwiftDzireLDIBS,318999,32790,2012,First Owner,Diesel,MANUAL,Pune
HondaCitySVMT,389099,81509,2014,First Owner,Petrol,MANUAL,Pune
MarutiAlto800,266799,7407,2014,First Owner,Petrol,AUTOMATIC,Pune
RenaultKwidRXT,339100,8709,2018,Second Owner,Petrol,MANUAL,Pune
MarutiSwift,617699,18805,2018,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVXIRegalLimited,469299,127175,2013,Second Owner,Petrol,MANUAL,Pune
Hyundaii10ERA1.1,257499,160408,2012,Second Owner,Petrol,MANUAL,Pune
HondaBrio1.2EMTI,257099,77954,2014,First Owner,Petrol,AUTOMATIC,Pune
Hyundaii10SPORTZ,161199,66721,2009,Second Owner,Petrol,MANUAL,Pune
MarutiSwift,460899,90030,2016,Second Owner,Petrol,MANUAL,Pune
MarutiOMNIE8,216038,39309,2014,Second Owner,Petrol,MANUAL,Pune
HyundaiVernaFLUIDIC1.6SX,353499,36731,2012,First Owner,Petrol,MANUAL,Pune
MarutiCiazZDI+,616899,97654,2016,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVDIBS,330899,51461,2012,First Owner,Petrol,AUTOMATIC,Pune
MarutiIGNISZETA1.2K12,484199,9704,2017,First Owner,Petrol,MANUAL,Pune
ToyotaCorollaAltisD4D,288299,126624,2011,First Owner,Petrol,MANUAL,Pune
MarutiAlto800,221299,50387,2014,First Owner,Petrol,AUTOMATIC,Pune
MarutiVitaraBrezzaVDI,760699,113856,2018,First Owner,Petrol,AUTOMATIC,Pune
MarutiBalenoZETADDIS,519799,64727,2015,First Owner,Petrol,MANUAL,Pune
HondaAmaze1.5SMTI,401699,72273,2013,First Owner,Petrol,MANUAL,Pune
HondaWR-V1.2i-VTECVX,678908,54368,2017,First Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzireLDIBS,344698,28140,2013,First Owner,Petrol,MANUAL,Pune
Hyundaii10MAGNA1.2,238499,9307,2012,First Owner,Petrol,MANUAL,Pune
MahindraKuv100K46,369099,72230,2016,First Owner,Petrol,MANUAL,Pune
MarutiIGNISZETA1.2K12,533799,133425,2017,First Owner,Petrol,MANUAL,Pune
HyundaiElitei20MAGNA,446799,58233,2016,First Owner,Petrol,AUTOMATIC,Pune
MarutiAltoK10,335399,146452,2017,First Owner,Petrol,MANUAL,Pune
ToyotaEtiosLivaV,538399,59109,2016,Third Owner,Petrol,MANUAL,Pune
VolkswagenVentoTRENDLINE,308799,104893,2011,First Owner,Petrol,MANUAL,Pune
Hyundaii20SPORTZ1.4,271799,39203,2012,Second Owner,Petrol,MANUAL,Pune
MarutiAlto,268799,54914,2012,First Owner,Diesel,MANUAL,Pune
VolkswagenVentoHIGHLINE,391199,79096,2012,First Owner,Petrol,MANUAL,Pune
MarutiAltoK10,336299,16683,2017,First Owner,Petrol,MANUAL,Pune
Hyundaii10MAGNA1.2,339599,54717,2012,First Owner,Petrol,MANUAL,Pune
MarutiBalenoALPHA1.2,588999,95050,2016,Second Owner,Petrol,MANUAL,Pune
ToyotaEtios,264899,94507,2011,Third Owner,Petrol,MANUAL,Pune
ToyotaInnovaCrysta2.4GX7,1395599,61842,2017,First Owner,Petrol,MANUAL,Pune
MarutiSwiftVDI,354299,33023,2014,First Owner,Petrol,MANUAL,Pune
MarutiBalenoALPHA1.2,666999,32376,2017,First Owner,Petrol,AUTOMATIC,Pune
VolkswagenVentoHIGHLINE,412899,128065,2013,Second Owner,Diesel,MANUAL,Pune
MarutiSwiftDzire,552899,79616,2012,First Owner,Petrol,MANUAL,Pune
TataIndicaVistaVX,153999,80466,2011,Second Owner,Petrol,MANUAL,Pune
SkodaRapidELEGANCE1.6TDI,411499,6863,2012,First Owner,Diesel,MANUAL,Pune
MarutiSwift,426799,67985,2013,First Owner,Petrol,MANUAL,Pune
ToyotaCorollaHE1.8,151406,44510,2007,First Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzire,212699,90201,2010,First Owner,Diesel,MANUAL,Pune
HondaAmaze1.5EMTI,254599,27325,2013,First Owner,Petrol,AUTOMATIC,Pune
HondaCityV,345199,86855,2010,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVDIBS,449699,45589,2012,First Owner,Diesel,MANUAL,Pune
MarutiAlto800,382227,44876,2019,First Owner,Diesel,MANUAL,Pune
HondaBrio1.2SMTI,275599,91533,2013,First Owner,Petrol,MANUAL,Pune
RenaultKwid,249599,115194,2015,Second Owner,Petrol,MANUAL,Pune
MahindraXUV500W6,1152941,31415,2017,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzire,563199,79126,2013,First Owner,Petrol,AUTOMATIC,Pune
MarutiAltoK10,208499,46727,2011,Second Owner,Petrol,MANUAL,Pune
ToyotaCorollaAltisJ,684399,144628,2014,First Owner,Petrol,AUTOMATIC,Pune
ToyotaEtios,324499,70413,2011,Third Owner,Petrol,MANUAL,Pune
MarutiAlto800,285899,42651,2018,First Owner,Diesel,MANUAL,Pune
MarutiVitaraBrezza,706099,2099,2017,First Owner,Petrol,MANUAL,Pune
Hyundaii10SPORTZ1.2,394099,54472,2011,First Owner,Diesel,MANUAL,Pune
FordEcosport1.5TITANIUM,451399,28126,2014,First Owner,Petrol,AUTOMATIC,Pune
MarutiWagonRDuoLXI,223499,69541,2008,Second Owner,Diesel,MANUAL,Pune
MarutiAlto800,335499,27807,2019,First Owner,Diesel,MANUAL,Pune
MarutiSwiftVDI,425299,23030,2015,First Owner,Petrol,MANUAL,Pune
MarutiSwiftZXI,694799,70901,2018,Second Owner,Petrol,MANUAL,Pune
BMWX1SDRIVE,792499,24635,2011,First Owner,Diesel,MANUAL,Pune
MarutiEeco5STRCNGWITHAC,295599,39254,2018,Second Owner,Petrol,MANUAL,Pune
VolkswagenVentoHIGHLINE,301799,15551,2011,First Owner,Petrol,MANUAL,Pune
MarutiAltoK10,239642,30329,2012,First Owner,Diesel,MANUAL,Pune
Hyundaii10MAGNA,240099,92498,2010,First Owner,Diesel,MANUAL,Pune
MarutiAlto800,277499,57063,2016,First Owner,Petrol,MANUAL,Pune
MahindraXUV500W10,1023399,48585,2016,First Owner,Petrol,AUTOMATIC,Pune
MarutiAltoK10,212599,33849,2012,Second Owner,Petrol,MANUAL,Pune
Hyundaii20MAGNAO,265599,52827,2010,First Owner,Petrol,MANUAL,Pune
FordFigo1.2TITANIUM,273999,76685,2010,Second Owner,Diesel,MANUAL,Pune
HyundaiEonERA,255899,227391,2015,First Owner,Petrol,MANUAL,Pune
MarutiSwift,241699,100803,2011,First Owner,Diesel,MANUAL,Pune
HyundaiCreta1.6,753299,6073,2015,Third Owner,Petrol,MANUAL,Pune
MarutiAltoK10,336265,44368,2015,First Owner,Diesel,MANUAL,Pune
HyundaiGrandi10ASTA1.2KAPPA,445899,27093,2015,First Owner,Diesel,MANUAL,Pune
FordEcosport1.5TITANIUMTIVCT,548899,30380,2014,Second Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0,260899,96290,2012,First Owner,Petrol,AUTOMATIC,Pune
MarutiCelerioZXIOPT,372101,108594,2016,First Owner,Petrol,MANUAL,Pune
HyundaiGrandi10SPORTZ1.1,306399,83869,2014,First Owner,Diesel,MANUAL,Pune
HyundaiCreta1.6,857299,50594,2015,First Owner,Diesel,MANUAL,Pune
MarutiAlto,157899,48883,2010,First Owner,Diesel,MANUAL,Pune
HyundaiVernaFLUIDIC1.6SX,349499,73413,2013,First Owner,Petrol,MANUAL,Pune
MarutiVitaraBrezza,976799,48040,2019,First Owner,Petrol,AUTOMATIC,Pune
HondaCitySMT,257879,34377,2008,First Owner,Petrol,AUTOMATIC,Pune
Hyundaii10MAGNA1.2,213799,67198,2012,First Owner,Petrol,MANUAL,Pune
Hyundaii20SPORTZ1.2,434599,90284,2012,First Owner,Petrol,MANUAL,Pune
MarutiVitaraBrezzaZDI,921299,18331,2018,Second Owner,Diesel,MANUAL,Pune
MarutiSwift,446999,28046,2013,Third Owner,Petrol,MANUAL,Pune
Hyundaii10MAGNA,126017,96207,2009,Second Owner,Petrol,MANUAL,Pune
MarutiAlto,83399,81824,2008,Second Owner,Petrol,AUTOMATIC,Pune
HondaAmaze1.5VXMTI,565799,2378,2018,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireVDIBS,471999,49323,2014,First Owner,Petrol,MANUAL,Pune
ToyotaEtiosLiva,326399,30367,2013,First Owner,Petrol,AUTOMATIC,Pune
Hyundaii10MAGNA1.1,276499,139344,2013,First Owner,Petrol,MANUAL,Pune
Hyundaii20ASTA,247399,6891,2010,First Owner,Diesel,MANUAL,Pune
MarutiWagonR1.0LXI,197576,60827,2012,Second Owner,Petrol,AUTOMATIC,Pune
MarutiSwiftDzireVXI1.2BS,340499,23576,2012,First Owner,Petrol,MANUAL,Pune
FordFigoAspire1.2AMBIENTE,451399,27247,2017,Second Owner,Petrol,AUTOMATIC,Pune
MarutiVitaraBrezza,809099,43853,2017,First Owner,Diesel,MANUAL,Pune
Hyundaii20ASTA,233099,82081,2009,First Owner,Diesel,MANUAL,Pune
MarutiSwiftDzireVDIBS,469199,8526,2012,First Owner,Diesel,MANUAL,Pune
ToyotaEtiosCROSS,396099,81990,2015,Second Owner,Diesel,AUTOMATIC,Pune
ToyotaCorollaAltis1.8,270999,30786,2010,First Owner,Diesel,MANUAL,Pune
MarutiSwiftDzireVDIBS,332299,50513,2012,First Owner,Diesel,AUTOMATIC,Pune
HyundaiGrandi10SPORTS1.2,401499,44476,2015,Third Owner,Petrol,MANUAL,Pune
HondaAmaze1.2SMTI,464679,14999,2016,First Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0LXI,392599,34399,2016,Second Owner,Petrol,AUTOMATIC,Pune
HondaCitySVMT,1007106,82725,2019,First Owner,Diesel,MANUAL,Pune
MarutiSwift,256599,49227,2009,First Owner,Diesel,MANUAL,Pune
MarutiWagonR1.0LXI,245599,43117,2013,First Owner,Diesel,MANUAL,Pune
MarutiSwift,506399,73981,2014,First Owner,Diesel,MANUAL,Pune
MarutiWagonR1.0,453099,70749,2018,First Owner,Petrol,AUTOMATIC,Pune
HyundaiGrandi10MAGNA1.2KAPPA,461199,19010,2017,First Owner,Diesel,AUTOMATIC,Pune
HyundaiGrandi10SPORTS1.2,438999,52987,2016,First Owner,Diesel,MANUAL,Pune
MarutiAltoK10,343899,855881,2017,First Owner,Petrol,MANUAL,Pune
MahindraXUV500W10,941199,116652,2016,First Owner,Diesel,AUTOMATIC,Pune
HyundaiSantroXingGL,259199,68662,2011,Second Owner,Petrol,MANUAL,Pune
HyundaiGrandi10SPORTS1.2,455699,42784,2016,Second Owner,Petrol,MANUAL,Pune
VolkswagenPoloHIGHLINE1.2L,331599,62717,2013,Second Owner,Diesel,AUTOMATIC,Pune
MarutiVitaraBrezza,820199,32464,2018,First Owner,Petrol,MANUAL,Pune
MarutiSwiftDzireLXI1.2BS,236599,30714,2011,Second Owner,Diesel,MANUAL,Pune
HondaCityZX,103199,22659,2006,First Owner,Diesel,MANUAL,Pune
MarutiRitz,288799,94092,2013,First Owner,Petrol,AUTOMATIC,Pune
MahindraTharCRDE4X4BS,541799,39663,2014,Third Owner,Petrol,MANUAL,Pune
MarutiWagonR1.0LXI,395511,136004,2017,Second Owner,Petrol,MANUAL,Pune
FiatGrandPuntoDYNAMIC,260199,151356,2012,First Owner,Diesel,MANUAL,Pune
HondaAmaze1.5EXMTI,239399,166925,2013,First Owner,Diesel,MANUAL,Pune
MarutiCiazZXI,550799,71996,2015,First Owner,Diesel,AUTOMATIC,Pune
HyundaiEon,242899,104187,2011,First Owner,Diesel,AUTOMATIC,Pune
MarutiSwift,434899,187692,2015,Second Owner,Diesel,MANUAL,Pune
MarutiCiaz,519799,94362,2014,First Owner,Diesel,MANUAL,Pune
MarutiZenEstilo,121199,41059,2009,First Owner,Petrol,MANUAL,Pune
HyundaiGrandi10SPORTZ(O)1.2AT,574599,46468,2018,Second Owner,Diesel,MANUAL,Pune
